Customer ID,Age,Gender,Marital Status,Education Level,Geographic Information,Occupation,Income Level,Purchase History,Interactions with Customer Service,Customer Preferences,Preferred Communication Channel,Preferred Contact Time,Preferred Language
46343,52,1,4,1,6,3,58302,6/27/2019,2,4,Text,Evening,English
95776,69,0,0,4,2,0,85197,11-01-2023,1,3,Text,Weekends,German
41887,26,0,1,2,19,4,121933,5/28/2023,0,3,Text,Evening,French
40017,30,0,2,1,28,8,119469,08-12-2019,1,4,Email,Weekends,Mandarin
74212,23,0,1,0,20,5,107403,03-04-2020,1,0,Email,Weekends,German
67905,69,0,3,2,0,0,75586,6/17/2020,3,2,Phone,Weekends,English
38064,65,0,0,4,0,5,54619,2/25/2018,3,3,Text,Morning,English
35303,30,1,1,3,6,7,59610,06-06-2021,2,0,Text,Morning,Mandarin
89780,43,1,4,1,13,6,101243,11-05-2022,4,1,Email,Anytime,French
3533,29,1,1,0,14,4,130525,12/26/2020,1,4,Email,Morning,English
12188,59,1,0,0,14,0,25394,5/14/2018,1,1,Mail,Weekends,English
60249,45,0,3,3,28,2,111239,1/24/2023,4,3,In-Person Meeting,Afternoon,Spanish
26601,63,1,4,3,25,0,133933,3/14/2023,1,3,Text,Evening,Mandarin
56498,54,1,2,3,23,2,118766,06-02-2023,3,2,Mail,Evening,Spanish
85460,30,0,0,3,17,8,147366,03-03-2019,0,4,Phone,Weekends,French
73820,54,0,1,1,10,0,74400,10-02-2021,4,2,Email,Evening,French
11153,39,1,3,4,10,0,96288,3/25/2021,1,1,In-Person Meeting,Weekends,Spanish
97468,64,1,2,2,3,0,120726,07-04-2020,2,4,Phone,Evening,Spanish
89548,34,0,2,3,16,1,85599,6/14/2022,1,2,Email,Weekends,English
56004,53,0,4,0,4,8,124906,7/22/2020,4,4,Mail,Evening,Mandarin
15056,24,1,0,3,20,0,35640,03-06-2018,4,4,Phone,Weekends,German
36722,28,0,2,0,22,3,100250,7/23/2022,3,1,Text,Afternoon,English
44923,41,0,0,0,8,6,54185,12/28/2018,2,0,In-Person Meeting,Morning,Mandarin
54685,61,0,3,4,11,3,148063,6/23/2022,3,0,Phone,Anytime,Mandarin
68775,30,0,0,1,22,6,59417,5/13/2022,3,0,Mail,Morning,Spanish
81783,28,0,1,1,25,1,118376,2/22/2019,3,2,In-Person Meeting,Anytime,English
74818,64,0,0,3,25,4,144095,02-01-2023,2,1,Email,Afternoon,German
48203,20,0,0,4,1,0,116541,10/27/2019,3,1,Text,Evening,French
34679,70,1,4,3,10,1,82469,11/15/2018,4,1,Mail,Weekends,Spanish
54380,69,0,4,1,9,3,57719,7/26/2018,3,3,Text,Morning,Spanish
68819,41,0,2,4,23,7,145022,11-06-2022,3,2,Mail,Afternoon,English
88536,69,0,4,3,7,3,137971,12-08-2022,0,0,Text,Afternoon,German
90766,56,0,0,3,22,8,39685,5/24/2020,4,1,Phone,Weekends,French
43782,21,1,3,2,30,8,95873,01-05-2023,3,1,Mail,Morning,German
43504,34,1,4,0,22,8,46502,04-07-2019,4,0,In-Person Meeting,Morning,German
62740,32,1,2,0,3,6,53440,7/17/2019,1,3,In-Person Meeting,Anytime,German
63952,54,0,4,0,19,4,94009,03-04-2022,3,3,Mail,Afternoon,German
88341,52,0,3,2,18,1,70820,05-09-2020,3,3,In-Person Meeting,Weekends,English
86760,35,1,3,0,28,0,106646,7/28/2019,3,4,Phone,Evening,Spanish
33330,23,1,0,1,28,1,126358,10/21/2019,3,2,In-Person Meeting,Weekends,Mandarin
1,25,1,4,1,11,6,104755,5/24/2018,4,4,In-Person Meeting,Afternoon,French
65670,68,0,1,1,22,3,51253,3/16/2020,0,1,Phone,Morning,Mandarin
49237,62,1,0,4,19,4,67883,1/21/2019,2,3,In-Person Meeting,Evening,Spanish
75592,58,1,3,0,32,3,71327,4/21/2022,1,4,Phone,Morning,English
85042,36,1,0,4,20,3,101277,11/14/2018,1,0,Email,Evening,French
48072,59,1,4,4,32,4,30323,01-04-2019,3,2,Mail,Weekends,German
32874,44,0,3,3,23,7,119749,12-07-2023,1,3,In-Person Meeting,Evening,Mandarin
32880,37,0,0,2,1,6,107222,05-02-2022,0,1,Text,Anytime,German
74529,29,1,0,2,4,1,135264,10-05-2021,0,2,Text,Morning,Spanish
73997,64,1,0,1,28,0,26784,2/20/2018,3,4,Phone,Morning,English
26054,45,1,1,0,21,6,94616,04-04-2022,3,1,In-Person Meeting,Afternoon,French
16671,43,0,2,0,22,8,57540,07-01-2019,1,3,Phone,Anytime,German
86292,59,1,1,2,24,3,106637,8/21/2019,0,0,In-Person Meeting,Evening,French
85694,47,0,0,4,0,6,69493,05-11-2021,0,1,In-Person Meeting,Weekends,Spanish
67392,68,1,0,4,10,2,86804,08-10-2020,1,1,Email,Morning,French
10997,38,0,0,0,9,4,59975,9/24/2020,1,4,Mail,Afternoon,French
74491,25,0,2,0,4,8,34835,11/14/2019,2,4,Mail,Anytime,English
8641,36,1,0,4,29,5,58563,09-12-2019,1,4,Text,Evening,French
69430,61,1,0,1,13,6,121945,4/23/2022,1,0,In-Person Meeting,Weekends,Spanish
23458,56,0,1,4,6,3,96403,07-03-2018,3,0,Mail,Morning,English
71327,60,0,2,2,18,6,110511,08-03-2022,3,0,In-Person Meeting,Morning,Spanish
98158,25,0,2,3,4,6,109735,3/25/2022,2,4,Phone,Afternoon,English
94868,47,1,0,4,15,3,146201,11-05-2020,4,0,Text,Evening,Mandarin
53881,69,0,0,1,5,7,101483,7/18/2018,0,4,Email,Morning,Mandarin
88560,30,1,0,2,5,5,132399,10/26/2021,0,3,Text,Weekends,German
66101,32,0,3,2,23,8,133374,12-12-2021,2,1,Email,Weekends,French
25532,32,1,1,3,5,3,123461,11/18/2021,1,2,Phone,Anytime,Mandarin
51678,36,1,1,3,27,1,59503,12/22/2020,2,2,Phone,Weekends,French
4253,35,0,3,2,15,8,143454,05-04-2019,2,0,In-Person Meeting,Weekends,German
22784,25,1,0,1,19,0,64021,6/23/2018,3,2,In-Person Meeting,Weekends,Mandarin
77285,60,0,4,0,29,0,36401,7/28/2022,3,4,Mail,Morning,German
95518,69,1,3,2,28,1,134678,8/23/2018,3,2,Mail,Weekends,French
86929,44,1,0,1,28,6,125842,03-12-2021,3,4,Mail,Evening,German
29143,70,0,1,4,13,1,86953,5/27/2018,0,3,Email,Afternoon,Mandarin
61815,39,0,3,0,3,3,32949,07-05-2018,0,4,Email,Afternoon,Spanish
82852,37,0,4,0,18,3,103919,12-10-2023,4,1,Phone,Afternoon,French
15778,57,0,0,3,24,1,80911,04-04-2023,1,2,Mail,Evening,Mandarin
49828,20,1,3,1,31,4,37055,06-10-2022,2,0,In-Person Meeting,Weekends,Mandarin
3092,22,1,2,4,34,5,119736,12-10-2019,1,1,In-Person Meeting,Weekends,English
44782,26,1,0,0,34,2,68684,10/21/2019,2,0,Phone,Anytime,English
96476,60,0,2,1,22,5,133411,10/18/2020,0,0,In-Person Meeting,Afternoon,German
69995,31,1,0,3,0,0,45029,8/15/2018,0,0,Mail,Weekends,English
1439,37,0,2,3,25,8,121120,03-02-2018,4,4,Phone,Evening,German
20628,41,1,4,1,22,1,119544,10/13/2021,2,4,In-Person Meeting,Anytime,English
87960,47,1,0,4,6,1,40949,7/17/2018,2,2,In-Person Meeting,Weekends,English
85614,68,0,0,1,23,6,98779,11/22/2023,2,4,Email,Morning,French
90490,45,0,2,4,27,1,30985,11/19/2022,1,4,Mail,Weekends,German
91301,34,0,3,4,30,1,97220,12/23/2020,4,0,Text,Afternoon,German
80719,36,1,3,2,2,3,122579,8/20/2019,1,1,In-Person Meeting,Anytime,English
23455,38,1,1,0,8,6,120615,11-10-2019,2,2,Text,Weekends,English
69269,52,0,4,1,21,0,106381,8/23/2019,2,1,Email,Anytime,Mandarin
28072,64,0,3,4,23,3,85476,11/19/2023,0,3,Mail,Evening,German
33203,31,0,1,4,6,8,51767,6/28/2021,1,4,Text,Morning,French
66996,53,0,4,2,30,6,26048,10-11-2019,1,3,In-Person Meeting,Afternoon,German
67715,55,1,2,1,34,5,109894,05-10-2021,4,0,Phone,Morning,German
2139,39,0,4,1,6,4,42565,12/15/2020,0,2,In-Person Meeting,Weekends,French
31031,51,0,0,2,0,2,113804,09-11-2019,4,0,Text,Weekends,Spanish
10989,63,1,1,3,29,5,53068,04-06-2019,1,0,In-Person Meeting,Weekends,Mandarin
73809,19,0,4,1,19,2,128700,11-02-2018,3,0,Phone,Anytime,English
73649,69,1,3,4,3,7,32655,09-02-2019,2,3,Phone,Afternoon,Mandarin
32773,56,0,4,1,1,3,146964,5/14/2019,4,4,Email,Evening,French
2378,42,0,0,4,13,5,38719,04-03-2023,1,1,Email,Weekends,German
72764,49,1,3,2,16,2,143796,01-09-2019,2,4,Text,Morning,French
30735,31,1,3,0,21,6,62811,3/23/2018,1,1,Text,Morning,French
12981,34,0,0,0,27,2,70902,2/26/2023,4,0,Phone,Morning,Mandarin
59514,28,1,3,3,5,2,133629,2/25/2020,0,3,In-Person Meeting,Weekends,French
39785,42,1,4,4,30,3,65901,1/24/2021,2,3,Phone,Evening,Mandarin
88383,47,1,1,2,4,0,73056,2/15/2018,3,2,Phone,Afternoon,Mandarin
67660,68,1,3,0,25,0,141687,4/24/2020,3,3,Phone,Afternoon,French
72250,56,1,2,2,5,8,107293,10/28/2021,2,4,Text,Weekends,English
15566,56,0,2,3,27,0,92435,9/13/2018,2,3,Email,Morning,Spanish
4812,31,0,0,1,27,3,72735,3/23/2020,4,4,Email,Weekends,Spanish
77782,65,0,4,1,30,5,119608,03-02-2020,1,0,Text,Morning,French
28699,39,1,0,1,13,4,70917,02-12-2020,0,0,Email,Weekends,Mandarin
5689,47,1,3,3,21,5,77856,2/21/2023,3,1,Mail,Afternoon,German
61431,48,0,4,0,20,3,68366,10/13/2021,4,1,Email,Weekends,Spanish
87322,43,0,3,4,10,4,84083,11/15/2019,4,2,Phone,Afternoon,Mandarin
5499,66,1,0,3,9,6,136317,6/20/2020,0,1,Text,Weekends,Spanish
95176,20,1,0,2,11,4,143931,11-02-2023,0,1,Text,Morning,English
89939,58,0,2,4,23,0,66727,09-04-2020,3,0,Phone,Evening,English
14202,24,1,2,3,29,3,115453,11/28/2023,3,4,Phone,Anytime,Spanish
77358,33,0,3,4,16,0,107223,09-08-2023,3,0,Text,Morning,German
34088,24,0,3,0,7,1,109885,08-01-2018,3,1,In-Person Meeting,Weekends,French
95156,19,1,4,4,7,7,75634,12-03-2021,0,4,Mail,Morning,English
72778,36,1,2,1,4,8,116755,05-10-2020,1,4,In-Person Meeting,Weekends,French
29169,42,1,1,3,3,4,121192,11-05-2023,2,1,Mail,Afternoon,German
86059,29,0,3,2,16,1,52089,11-09-2020,0,0,Phone,Morning,English
32452,40,0,1,0,29,2,71082,01-07-2018,2,4,Mail,Anytime,Spanish
16133,25,1,2,4,8,2,47196,9/14/2020,2,2,Email,Evening,German
37783,43,1,1,3,19,1,40578,3/28/2020,3,2,Mail,Afternoon,German
15212,43,1,0,3,8,1,118861,9/28/2020,3,4,Phone,Evening,Mandarin
25117,23,1,3,3,2,4,57178,04-06-2022,1,0,In-Person Meeting,Anytime,German
73510,19,0,0,4,28,3,72618,5/26/2018,4,4,Mail,Weekends,German
46502,41,1,3,2,22,2,114399,11-07-2020,0,0,Text,Afternoon,French
39232,25,1,2,0,22,7,56374,09-06-2021,0,4,Email,Weekends,German
66247,62,1,2,1,8,5,55306,04-02-2021,1,1,Email,Evening,German
33487,38,1,1,4,25,7,99375,12/20/2021,3,1,In-Person Meeting,Afternoon,English
59619,36,1,4,3,5,4,144524,12-11-2018,1,0,In-Person Meeting,Evening,French
13522,34,0,0,2,30,7,41604,2/15/2019,1,2,In-Person Meeting,Morning,Mandarin
67144,38,0,4,4,19,3,31535,07-11-2018,3,0,In-Person Meeting,Weekends,German
23780,53,0,1,1,2,0,43003,9/25/2022,3,4,Phone,Afternoon,Mandarin
60617,54,0,1,1,11,7,85200,6/26/2022,4,0,In-Person Meeting,Weekends,French
35834,49,1,1,3,19,4,46792,11-04-2023,1,0,In-Person Meeting,Morning,Spanish
45944,26,1,0,3,32,7,88012,8/18/2019,3,0,In-Person Meeting,Anytime,Spanish
14374,42,1,3,4,23,1,49572,12/15/2020,1,4,Text,Evening,French
13225,51,1,2,1,3,1,124668,1/23/2018,1,3,Text,Morning,German
49250,63,0,0,2,5,8,82346,02-03-2021,1,3,Text,Morning,Mandarin
35361,26,1,1,2,25,1,61979,07-01-2019,1,4,Phone,Afternoon,Mandarin
33014,55,1,0,3,32,7,25403,03-08-2019,3,1,Phone,Evening,Mandarin
56133,66,1,0,0,10,0,108044,03-04-2023,2,1,In-Person Meeting,Morning,English
3183,34,1,0,4,28,0,97891,7/13/2019,1,3,Phone,Evening,French
82897,67,1,3,2,23,7,115266,03-12-2018,0,0,Phone,Evening,French
3411,52,1,3,1,24,2,75663,3/21/2019,0,2,Text,Morning,English
74386,20,1,2,1,22,4,145284,11/13/2018,0,2,Mail,Afternoon,Mandarin
13006,69,0,0,0,8,2,53354,9/14/2021,1,2,Phone,Weekends,French
57891,30,1,0,3,29,2,104587,02-05-2022,1,3,In-Person Meeting,Afternoon,German
82161,25,1,2,2,10,5,59160,7/26/2023,4,3,Mail,Weekends,French
61287,65,1,1,4,20,4,78467,10/24/2021,3,4,Email,Afternoon,Spanish
58290,22,0,3,1,8,7,41415,11-03-2023,3,0,In-Person Meeting,Afternoon,German
41107,70,1,4,0,1,8,72460,10/26/2018,4,1,In-Person Meeting,Weekends,English
36235,41,1,1,3,20,2,94163,04-05-2022,4,1,In-Person Meeting,Afternoon,German
54181,19,1,3,2,5,1,122896,9/26/2022,1,3,Mail,Morning,Mandarin
89418,55,0,0,0,13,6,92424,08-08-2018,4,4,Phone,Afternoon,French
80486,26,1,2,0,11,4,146615,09-07-2018,1,1,Text,Evening,German
11514,62,1,1,2,12,0,124840,2/19/2022,4,4,Email,Weekends,German
36756,38,1,1,2,18,4,95058,03-08-2019,4,2,Mail,Anytime,French
1663,19,0,0,2,0,4,58328,02-10-2020,4,2,In-Person Meeting,Anytime,German
78907,56,1,2,3,18,2,114710,11/13/2019,1,1,In-Person Meeting,Anytime,French
62165,34,0,1,2,18,8,92158,2/15/2020,2,3,Phone,Afternoon,French
14120,68,1,2,4,32,7,68014,10-09-2019,1,1,Phone,Morning,French
40967,22,0,2,0,18,1,69193,12/14/2019,4,1,In-Person Meeting,Anytime,French
70958,45,1,0,0,7,4,115922,01-12-2018,1,2,Phone,Morning,German
77626,31,1,0,2,14,1,47753,4/17/2023,1,4,In-Person Meeting,Morning,Spanish
67688,63,0,3,3,11,0,145264,06-11-2019,3,0,Text,Weekends,English
43948,55,1,0,1,34,1,26538,10/27/2018,1,1,Mail,Afternoon,English
24767,67,0,4,1,8,3,27831,4/19/2021,1,4,Phone,Weekends,English
46446,37,1,3,3,7,0,112220,1/27/2022,4,3,Phone,Morning,French
3924,43,1,3,4,22,7,118301,05-12-2022,1,1,In-Person Meeting,Weekends,German
92834,43,1,3,3,22,6,103441,04-09-2019,2,1,Phone,Morning,French
46126,55,0,2,0,6,0,50003,04-07-2019,3,1,Email,Morning,Mandarin
47613,56,0,3,3,9,2,91243,9/16/2023,3,2,Text,Afternoon,French
96275,32,0,2,4,21,3,28225,4/15/2018,3,0,Phone,Anytime,Mandarin
69233,37,1,0,4,18,6,26371,8/17/2021,0,3,Text,Evening,German
84615,40,1,2,0,23,5,106618,6/18/2021,0,3,Email,Afternoon,Mandarin
67576,25,1,2,1,23,7,114306,01-07-2022,4,3,Email,Anytime,French
18347,58,1,0,4,24,4,37530,3/21/2021,3,1,Mail,Weekends,Spanish
83334,41,1,2,1,19,7,53888,11-07-2020,1,3,Text,Afternoon,German
48693,35,1,3,3,29,1,66725,03-12-2018,3,3,In-Person Meeting,Morning,English
26779,31,1,1,0,3,7,36863,01-10-2023,3,4,Text,Afternoon,English
56807,23,1,4,1,14,0,61959,7/20/2018,2,0,Phone,Anytime,French
33939,35,1,1,4,19,6,84454,5/17/2022,0,3,In-Person Meeting,Weekends,English
88371,27,1,3,1,23,3,133938,9/23/2023,0,1,Email,Weekends,English
10881,25,0,0,2,22,7,28855,12/16/2018,3,3,Phone,Weekends,English
34953,25,0,3,2,24,8,69620,5/27/2018,0,3,Text,Morning,German
62015,40,1,3,0,10,1,52166,10/25/2023,4,3,Email,Afternoon,English
78549,37,1,0,0,14,5,108979,2/15/2018,1,2,Phone,Weekends,French
57098,47,1,3,1,33,6,30991,8/26/2021,4,1,Mail,Morning,Mandarin
44369,43,1,0,0,9,7,144244,10/22/2020,2,0,Mail,Evening,French
90374,37,0,3,2,0,6,67647,7/22/2020,2,3,Mail,Weekends,German
13106,19,1,3,2,25,8,84796,1/21/2020,3,1,Email,Evening,French
90281,61,0,3,3,31,6,70502,5/15/2019,2,4,Phone,Evening,Mandarin
84042,39,1,0,2,26,3,112729,04-08-2020,1,1,In-Person Meeting,Afternoon,German
85202,32,1,0,0,10,4,143868,11-02-2020,0,3,Mail,Morning,German
8347,31,0,4,4,33,3,50386,11-08-2018,1,4,Phone,Afternoon,English
64989,22,1,0,2,10,7,60679,11-02-2020,4,4,Text,Morning,Spanish
17901,69,1,0,2,7,1,118997,03-02-2023,4,3,Mail,Afternoon,German
23705,46,0,2,2,34,7,108079,2/21/2021,2,3,Email,Weekends,Spanish
36334,51,1,3,4,31,5,102406,10-09-2020,0,4,Email,Afternoon,German
62377,58,0,4,0,6,0,97906,03-11-2023,2,0,Email,Evening,Mandarin
69905,61,0,3,1,15,4,43309,4/26/2022,2,0,In-Person Meeting,Morning,Spanish
78432,30,0,2,0,3,3,67772,2/26/2023,1,1,Mail,Morning,German
90028,31,1,3,2,0,4,122304,05-01-2019,1,3,Text,Weekends,French
82656,37,1,3,4,25,5,115314,6/25/2022,3,0,In-Person Meeting,Weekends,French
12965,35,1,0,2,9,4,99979,02-04-2022,2,0,In-Person Meeting,Evening,Spanish
34496,45,1,3,0,3,6,136548,4/21/2021,2,1,Phone,Anytime,French
17131,24,1,1,2,12,8,82808,10-11-2021,2,0,Text,Weekends,English
14451,31,0,1,0,30,1,25931,08-08-2020,3,1,Mail,Anytime,Mandarin
24862,56,0,4,1,34,1,50726,7/19/2018,2,1,Email,Evening,English
29617,42,1,3,4,1,3,132067,07-01-2022,1,1,Mail,Morning,French
8205,62,0,0,0,22,2,75370,9/21/2023,2,1,Text,Morning,German
21354,31,0,4,4,26,2,25398,2/28/2021,4,1,Phone,Afternoon,Spanish
64118,43,1,2,3,29,5,72770,12-08-2018,1,0,Text,Weekends,German
75226,20,0,0,4,16,8,98163,03-06-2022,1,0,Mail,Anytime,French
63298,64,1,1,2,5,0,30664,7/16/2019,1,2,In-Person Meeting,Afternoon,Spanish
54173,38,1,2,2,24,7,79350,1/14/2021,4,1,In-Person Meeting,Morning,German
34321,22,0,3,2,1,0,63814,8/24/2023,3,3,In-Person Meeting,Morning,German
70832,20,0,3,2,5,6,149065,5/15/2022,0,1,Email,Afternoon,German
47810,32,0,4,1,25,8,66056,03-07-2022,1,2,Phone,Evening,Spanish
95989,67,1,0,0,22,5,74765,04-03-2023,2,0,In-Person Meeting,Afternoon,English
72700,25,0,0,1,8,4,109572,08-06-2018,1,0,In-Person Meeting,Anytime,Spanish
88042,68,0,0,0,25,0,78099,4/14/2020,2,0,Email,Afternoon,French
71452,69,0,1,3,21,8,89165,4/28/2023,1,0,Phone,Afternoon,German
77619,33,0,1,0,26,0,143705,11/27/2018,2,0,Text,Morning,German
75108,64,0,3,3,13,5,40647,7/16/2018,0,1,Text,Evening,English
77303,36,1,3,1,23,4,49745,8/25/2021,1,0,Phone,Morning,German
25629,27,1,3,1,27,8,66296,9/21/2022,3,0,Email,Weekends,Mandarin
3972,57,1,3,0,8,6,126892,10-01-2018,4,2,In-Person Meeting,Weekends,French
30756,46,0,1,4,33,8,81107,1/20/2023,3,0,Email,Morning,English
25206,54,1,4,1,13,4,118219,10-09-2023,0,0,Email,Morning,Mandarin
84192,25,1,0,3,19,3,106884,8/19/2019,4,2,Mail,Weekends,Spanish
60215,53,1,4,1,6,2,66290,2/28/2020,2,1,Mail,Evening,Mandarin
21339,33,0,3,1,5,0,118314,12-10-2018,4,2,Mail,Morning,German
23854,35,0,4,1,9,0,42057,6/17/2018,4,2,Mail,Afternoon,German
69200,22,1,2,3,4,8,23977,09-12-2019,2,2,In-Person Meeting,Morning,Mandarin
12020,64,0,1,4,0,4,31922,7/16/2019,1,0,In-Person Meeting,Weekends,German
35640,40,1,2,4,23,4,44920,6/17/2019,1,2,Mail,Weekends,German
78025,36,1,4,2,25,8,120654,10-09-2019,1,4,Phone,Afternoon,German
60531,51,0,3,1,29,4,88274,11/21/2023,3,3,Phone,Evening,Spanish
35622,35,0,4,0,2,0,83232,8/24/2022,0,3,Mail,Anytime,French
71457,28,1,1,4,31,4,34564,10/22/2021,4,4,Text,Anytime,French
96351,32,0,0,1,2,3,136626,2/24/2021,2,1,In-Person Meeting,Weekends,French
29956,40,0,1,1,7,4,94133,3/17/2019,0,0,In-Person Meeting,Evening,French
69804,24,1,3,1,31,6,55266,4/27/2019,2,4,In-Person Meeting,Weekends,English
70599,39,1,3,3,23,4,89373,07-07-2021,1,4,Text,Morning,German
77472,59,0,4,2,12,7,136600,09-09-2018,2,3,Phone,Afternoon,German
4585,58,1,2,0,1,0,56162,12/27/2022,4,4,Mail,Afternoon,English
75116,38,0,1,1,10,8,65678,11/19/2023,2,1,Mail,Morning,English
63968,53,0,3,3,1,5,93685,3/13/2023,3,4,Mail,Evening,Spanish
96392,51,1,4,2,4,4,38400,8/24/2023,1,3,Text,Evening,Mandarin
3257,26,0,0,4,28,0,99357,7/20/2023,2,4,Phone,Morning,French
88161,35,0,3,0,12,2,36954,6/25/2023,1,4,Mail,Morning,German
47567,61,1,1,1,16,1,74302,1/23/2018,1,0,Mail,Evening,German
94547,38,1,0,4,19,4,132636,10-09-2019,1,4,Mail,Morning,Spanish
64101,28,1,0,3,10,4,63557,1/26/2018,1,2,Phone,Morning,English
38787,69,0,0,4,7,3,70412,08-04-2020,3,4,Phone,Evening,French
26506,65,1,4,2,8,3,126142,05-10-2018,2,3,Phone,Afternoon,German
31413,50,1,3,1,5,1,105846,12-02-2018,2,3,Mail,Morning,German
35163,26,1,4,2,22,6,69927,04-07-2021,2,2,Mail,Weekends,French
36076,39,0,4,2,18,4,117937,11/15/2021,3,0,Phone,Weekends,English
84951,33,1,4,4,24,1,35724,09-03-2018,2,1,Phone,Weekends,Mandarin
93096,34,1,1,1,2,2,25408,01-09-2020,4,1,Email,Morning,Mandarin
86428,31,0,1,3,17,4,35463,09-04-2021,1,3,Phone,Morning,Spanish
20107,36,0,3,0,15,8,111239,12/27/2022,3,0,Mail,Anytime,French
89086,67,1,2,1,4,5,143221,01-01-2019,0,2,Text,Evening,French
78090,40,0,0,4,34,7,90267,10-10-2023,1,4,Phone,Evening,Spanish
98413,49,0,2,1,33,1,34808,12/15/2023,0,2,Email,Evening,German
21620,24,1,3,0,28,8,73324,7/14/2022,0,1,Text,Weekends,English
13522,34,0,3,3,1,8,35020,8/26/2020,2,4,In-Person Meeting,Anytime,English
94846,21,0,1,1,26,8,32807,1/21/2022,0,1,Email,Evening,English
96046,25,0,4,1,34,4,43945,6/23/2019,2,0,In-Person Meeting,Evening,German
49951,44,0,3,3,27,4,119865,11-10-2019,2,2,Mail,Weekends,German
40439,24,1,0,4,23,1,46788,07-01-2019,1,4,Mail,Weekends,French
55810,33,0,3,4,22,3,94413,05-05-2019,3,4,Text,Morning,Mandarin
44128,56,0,0,4,2,4,93318,10/19/2020,1,0,Mail,Anytime,French
93596,37,1,1,0,24,7,33097,07-02-2023,4,2,Mail,Weekends,English
67167,37,0,1,2,25,5,85442,10-07-2018,1,2,In-Person Meeting,Weekends,German
81774,41,1,0,0,26,6,28798,12/25/2020,1,3,Text,Anytime,English
61747,69,1,4,4,6,2,144807,4/26/2023,0,1,Phone,Afternoon,German
32426,64,0,0,4,20,5,94091,07-07-2022,3,4,Email,Morning,German
67049,23,1,0,2,19,8,35979,02-02-2022,3,0,In-Person Meeting,Anytime,Mandarin
98728,42,1,1,1,20,3,108205,3/19/2020,1,3,Phone,Evening,German
21109,21,1,0,0,28,4,85693,10/26/2020,1,2,Text,Afternoon,Spanish
39233,39,1,2,4,1,6,121509,06-07-2023,1,1,Email,Anytime,French
24185,46,1,4,3,2,4,138285,01-03-2023,4,2,In-Person Meeting,Anytime,German
64253,38,1,0,3,3,6,86587,08-03-2021,1,1,Phone,Anytime,English
33994,38,1,2,2,29,3,105306,12-08-2018,1,4,Phone,Evening,German
44946,37,1,4,0,34,8,37462,11-05-2022,3,0,Email,Evening,Mandarin
20847,47,0,2,2,0,1,31254,11/18/2018,3,3,Mail,Morning,German
21200,41,1,1,0,22,1,49925,11/20/2018,2,4,Phone,Weekends,German
24766,64,1,3,2,1,8,71266,5/25/2022,4,0,Text,Evening,German
86651,43,1,4,1,20,0,116726,06-03-2023,0,3,Email,Afternoon,French
52513,26,1,3,4,16,0,80975,11/19/2022,0,2,Email,Weekends,German
65551,44,1,4,1,27,5,113495,12-10-2018,1,2,Text,Evening,English
69581,27,1,2,2,5,8,130458,7/24/2018,2,4,In-Person Meeting,Weekends,English
90964,45,0,3,0,0,5,24992,03-10-2020,1,4,Mail,Anytime,Spanish
34987,55,0,3,3,16,5,49080,01-05-2019,2,2,Mail,Morning,English
89161,63,1,3,0,25,7,127590,4/23/2021,3,4,Mail,Weekends,Spanish
63050,53,1,3,1,6,6,56169,6/17/2021,1,4,Text,Morning,German
29036,49,0,0,1,27,7,59015,11-08-2022,4,0,Email,Afternoon,Spanish
26412,41,1,4,1,10,4,131416,2/24/2020,1,2,Phone,Weekends,Spanish
67905,68,0,0,3,32,5,107828,2/25/2018,2,0,In-Person Meeting,Evening,English
94339,19,0,0,0,8,5,36232,10/17/2018,4,4,Email,Afternoon,English
68165,67,0,4,2,28,8,39313,07-03-2021,2,0,Email,Evening,French
26049,40,1,1,2,33,6,109795,11-03-2019,2,3,Text,Anytime,Spanish
13503,54,1,3,4,14,8,68632,4/20/2020,1,2,Text,Weekends,German
95474,29,1,2,1,22,1,32147,3/13/2021,0,3,In-Person Meeting,Evening,Mandarin
3225,66,0,3,2,18,1,55296,7/25/2018,1,3,Phone,Afternoon,French
88264,63,0,1,0,29,3,56252,9/16/2020,3,2,Mail,Anytime,French
62191,32,0,0,3,30,0,39551,01-06-2019,4,1,Mail,Morning,Spanish
85294,50,1,0,1,26,1,57037,1/25/2021,3,0,In-Person Meeting,Anytime,French
32983,62,0,1,1,22,8,27098,07-05-2019,3,1,Phone,Morning,French
54945,49,1,2,3,8,5,108316,07-12-2019,0,4,In-Person Meeting,Afternoon,Spanish
75731,54,1,2,2,23,1,92002,7/14/2021,2,2,Mail,Weekends,Mandarin
47638,34,1,2,4,27,4,117445,6/28/2022,1,2,Phone,Morning,Spanish
70346,52,0,0,1,34,1,111131,8/25/2023,0,2,Text,Evening,German
3041,25,0,4,1,27,3,65146,05-10-2021,1,1,In-Person Meeting,Afternoon,Spanish
66609,19,1,1,3,9,5,40473,8/26/2022,3,2,Email,Evening,Spanish
48400,32,0,0,4,0,2,119114,09-10-2022,0,3,In-Person Meeting,Morning,German
7278,50,0,0,4,32,4,123473,12/20/2021,0,1,In-Person Meeting,Morning,German
96280,51,0,2,4,16,2,74104,11/21/2019,4,0,In-Person Meeting,Weekends,French
56478,40,0,3,0,3,2,75845,10-01-2018,4,1,In-Person Meeting,Afternoon,Mandarin
29591,68,0,2,1,6,2,106198,4/20/2019,1,0,Mail,Weekends,French
46593,21,1,0,3,12,7,60207,06-05-2022,4,1,Mail,Weekends,French
